review_id,product_id,product_name,category,brand,user_id,age,gender,rating,review_text,review_date,verified_purchase,helpful_votes,total_votes,sentiment,review_length
REV000965,PROD0742,Tablet,Electronics,DigiWorld,USER04946,25,M,3,average tablet. decent for the price. price could be lower :),2023-12-12,False,80,83,neutral,11
REV000966,PROD0707,Smartphone,Electronics,FutureTech,USER04212,52,Other,5,Excellent Smartphone! Fast performance. Highly recommend! 😊,2023-11-30,True,50,75,positive,7
REV000967,PROD0742,Tablet,Electronics,FutureTech,USER03320,54,Other,5,5 stars! Good build quality.,2023-11-29,True,77,100,positive,5
REV000968,PROD0516,Dress,Fashion,TrendyWear,USER00546,52,F,5,5 STARS! COMFORTABLE MATERIAL.,2025-03-18,True,85,94,positive,4
REV000969,PROD0205,Smartwatch,Electronics,DigiWorld,USER01563,19,F,3,Smartwatch is okay. Works as expected,2024-10-15,True,29,77,neutral,6
REV000970,PROD0337,Headphones,Electronics,SmartLife,USER04035,51,F,4,Fast performance. Worth every penny!,2023-07-23,True,30,95,positive,5
REV000971,PROD0337,Headphones,Electronics,ElectroMax,USER01719,46,F,5,Veryhappy with this Headphones. Excellent display quality,2023-11-15,True,92,98,positive,7
REV000972,PROD0453,Face Cream,Beauty,SkinCare+,USER02773,40,F,4,Excellent Face Cream! Visible results. Highly recommend! !!,2025-07-21,True,0,0,positive,8
REV000973,PROD0019,Laptop,Electronics,FutureTech,USER01744,47,F,3,Mixed feelings about Laptop. Average battery life :D,2024-10-30,True,75,93,neutral,8
REV000974,PROD0428,Refrigerator,Home Appliances,EcoLiving,USER00417,59,Other,4,Easy to use. Worth every penny!,2024-01-23,True,22,30,positive,6
REV000975,PROD0742,Tablet,Electronics,DigiWorld,USER00930,27,M,3,average tablet. works as expected. price could be lower,2024-10-19,True,2,56,neutral,9
REV000976,PROD0394,Shampoo,Beauty,NaturalBeauty,USER03778,64,M,1,Disappointed with Shampoo. No visible results. Not worth the money,2023-08-07,True,59,95,negative,10
REV000977,PROD0516,Dress,Fashion,FashionForward,USER00250,52,M,3,Material is okay. Could be better.,2023-08-29,True,42,71,neutral,6
REV000978,PROD0476,Jacket,Fashion,StyleHub,USER04721,51,Other,5,excellant Jacket! Comfortable material. Highly recommend!,2023-11-30,True,82,92,positive,6
REV000979,PROD0709,Face Wash,Beauty,PureGlow,USER04296,57,F,3,Okay for the price. Could be better.,2023-11-29,True,99,100,neutral,7
REV000980,PROD0936,T-Shirt,Fashion,FashionForward,USER02481,59,M,3,Average T-Shirt. Fits okay. Price could be lower,2024-02-13,False,54,99,neutral,8
REV000981,PROD0709,Face Wash,Beauty,NaturalBeauty,USER02240,38,F,3,FACE WASH IS OKAY. SOME IMPROVEMENT SEEN,2023-11-21,False,88,98,neutral,7
REV000982,PROD0428,Refrigerator,Home Appliances,EcoLiving,USER04787,26,F,3,Refrigerator is okay. Average performance,2023-11-29,False,9,89,neutral,5
REV000983,PROD0584,Cricket Bat,Sports,ProAthletic,USER00090,51,F,5,Very happy with this Cricket Bat. Comfortable grip #hate,2024-05-17,True,71,99,positive,9
REV000984,PROD0707,Smartphone,Electronics,SmartLife,USER00268,25,Other,5,Amazing quality! Good build quality. Highly recommend!,2025-02-08,False,18,43,positive,7
REV000985,PROD0205,Smartwatch,Electronics,DigiWorld,USER00115,36,Other,3,Average Smartwatch. Nothing special. Price could be lower,2024-10-01,True,23,52,neutral,8
REV000986,PROD0936,T-Shirt,Fashion,UrbanFit,USER04754,19,F,5,Very happy with this T-Shirt. Comfortable material,2024-11-27,True,95,99,positive,7
REV000987,PROD0936,T-Shirt,Fashion,TrendyWear,USER04127,59,F,5,Looks exactly like the picture. Worth every penny! ⭐,2024-01-20,False,73,100,positive,9
REV000988,PROD0019,Laptop,Electronics,FutureTech,USER02123,54,F,3,Average batery life. Could be better.,2023-09-08,False,8,70,neutral,6
REV000989,PROD0205,Smartwatch,Electronics,FutureTech,USER04640,42,Other,5,FAST PERFORMANCE. WORTH EVERY PENNY!,2023-08-11,True,78,81,positive,5
REV000990,PROD0709,Face Wash,Beauty,GlowUp,USER04248,39,Other,5,5 stars! Long lasting.,2025-02-21,True,20,21,positive,4
REV000991,PROD0182,Washing Machine,Home Appliances,AppliancePro,USER04177,54,F,2,WORST WASHING MACHINE EVER! CONSUMES TOO MUCH POWER :(,2024-10-08,True,5,77,negative,9
REV000992,PROD0369,Microwave,Home Appliances,AppliancePro,USER01615,50,M,3,Basic features only. Could be better. #recommended,2025-04-28,True,84,84,neutral,7
REV000993,PROD0936,T-Shirt,Fashion,TrendyWear,USER00063,23,Other,3,Mixed feelings about T-Shirt. Material is okay 👍 #awesome,2024-09-11,True,49,100,neutral,9
REV000994,PROD0020,Lipstick,Beauty,NaturalBeauty,USER00221,36,M,5,5 stars! Long lasting.,2023-11-25,True,1,4,positive,4
REV000995,PROD0334,Running Shoes,Sports,ActiveGear,USER01131,21,Other,3,Basic quality. Could be better.,2024-10-25,True,16,27,neutral,5
REV000996,PROD0019,Laptop,Electronics,ElectroMax,USER03903,56,Other,3,LAPTOP IS OKAY. NOTHING SPECIAL 😊,2023-10-11,True,28,100,neutral,6
REV000997,PROD0020,Lipstick,Beauty,GlowUp,USER04993,56,Other,3,Mixed feelings about Lipstick. Nothing extraordinary,2023-09-28,False,74,94,neutral,6
REV000998,PROD0742,Tablet,Electronics,ElectroMax,USER01743,54,Other,2,worst tablet ever! battery drains quickly,2025-07-08,True,1,9,negative,6
REV000999,PROD0321,Dumbbells,Sports,ProAthletic,USER04203,63,F,4,Amazing quality! Durable material. Highly recommend!,2025-01-31,True,86,99,positive,6
REV001000,PROD0428,Refrigerator,Home Appliances,PowerSave,USER03764,29,F,5,AMAZING QUALITY! WORKS PERFECTLY. HIGHLY RECOMMEND! :) #awesome,2024-10-26,True,62,84,positive,8
REV001001,PROD0019,Laptop,Electronics,ElectroMax,USER02385,24,F,3,Average Laptop. Average battery life. Price could be lower,2025-06-28,True,7,14,neutral,9
REV001002,PROD0936,T-Shirt,Fashion,ClassicStyle,USER03351,37,F,5,5 stars! Great color. :(,2024-12-01,True,61,74,positive,5
REV001003,PROD0476,Jacket,Fashion,ClassicStyle,USER01862,22,F,3,Jacket is okay. Average quality !! #hate,2024-01-31,False,34,45,neutral,7
REV001004,PROD0584,Cricket Bat,Sports,SportZone,USER03240,50,M,5,Good for workouts. Worth every penny!,2025-02-22,True,59,90,positive,6
REV001005,PROD0334,Running Shoes,Sports,ProAthletic,USER00602,60,M,3,Average Running Shoes. Average durability. Price could be lower #love,2024-10-06,True,75,92,neutral,10
REV001006,PROD0103,Vacuum Cleaner,Home Appliances,EcoLiving,USER02117,53,M,3,Does the job. Could be better.,2025-07-01,False,11,11,neutral,6
REV001007,PROD0359,Jeans,Fashion,FashionForward,USER00815,35,Other,5,COMFORTABLE MATERIAL. WORTH EVERY PENNY! ...,2023-11-24,True,99,100,positive,6
REV001008,PROD0742,Tablet,Electronics,ElectroMax,USER04574,58,F,5,AMAZING QUALITY! GREAT BATTERY LIFE. HIGHLY RECOMMEND!,2024-09-06,True,43,93,positive,7
REV001009,PROD0476,Jacket,Fashion,TrendyWear,USER03519,54,Other,3,Mixed feelings about Jacket. Average quality,2024-03-21,True,81,86,neutral,6
REV001010,PROD0359,Jeans,Fashion,StyleHub,USER02079,50,Other,3,Average  Jeans.  Average  quality.  Price  could  be  lower 😞 #love,2023-11-12,True,91,99,neutral,10
REV001011,PROD0742,Tablet,Electronics,SmartLife,USER01293,32,M,1,LAGGY  PERFORMANCE.  NOT  WORTH  THE  MONEY.  WANT  REFUND! 👍,2024-08-12,True,3,31,negative,9
REV001012,PROD0359,Jeans,Fashion,FashionForward,USER03076,38,M,3,Looks decent. Could be better. 😊,2024-07-21,True,89,89,neutral,6
REV001013,PROD0516,Dress,Fashion,TrendyWear,USER00573,29,M,3,Fits okay. Could be better.,2024-06-30,True,17,83,neutral,5
REV001014,PROD0359,Jeans,Fashion,StyleHub,USER02934,34,F,2,Worst  Jeans  ever!  Size  runs  small,2025-07-12,True,10,10,negative,6
REV001015,PROD0019,Laptop,Electronics,TechPro,USER01137,36,M,3,Average Laptop. Decent for the price. Price could be lower,2024-05-28,True,70,74,neutral,10
REV001016,PROD0936,T-Shirt,Fashion,TrendyWear,USER04401,40,F,2,dissapointed with T-Shirt. Not as described. Not worth the money,2024-08-27,True,11,43,negative,10
REV001017,PROD0019,Laptop,Electronics,SmartLife,USER01492,34,F,3,Laptop is okay. Nothing special,2023-09-01,True,65,75,neutral,5
REV001018,PROD0707,Smartphone,Electronics,FutureTech,USER02960,18,Other,3,Average Smartphone. Nothing special. Price could be lower,2024-07-06,True,9,30,neutral,8
REV001019,PROD0692,Football,Sports,ActiveGear,USER00631,21,Other,3,BASIC QUALITY. COULD BE BETTER.,2023-10-01,False,35,35,neutral,5
REV001020,PROD0369,Microwave,Home Appliances,PowerSave,USER04936,26,Other,3,Average performance. Could be better.,2024-09-30,True,4,30,neutral,5
REV001021,PROD0359,Jeans,Fashion,TrendyWear,USER02534,46,Other,5,Very happy with this Jeans. Comfortable material,2025-06-17,False,26,28,positive,7
REV001022,PROD0394,Shampoo,Beauty,PureGlow,USER00289,43,Other,3,Mixed feelings about Shampoo. Average results,2024-11-09,True,50,93,neutral,6
REV001023,PROD0742,Tablet,Electronics,FutureTech,USER03513,29,Other,3,Decent for the price. Could be better.,2024-11-05,True,91,97,neutral,7
REV001024,PROD0516,Dress,Fashion,TrendyWear,USER02315,37,M,3,Average Dress. Average quality. Price could be lower :D,2023-08-03,True,42,56,neutral,9
REV001025,PROD0359,Jeans,Fashion,FashionForward,USER00456,44,Other,5,Excellent Jeans! Perfect fit. Highly recommend! :(,2025-05-21,True,0,7,positive,7
REV001026,PROD0359,Jeans,Fashion,StyleHub,USER03912,43,Other,3,Looks decent. Could be better.,2024-01-17,True,88,91,neutral,5
REV001027,PROD0194,Air Conditioner,Home Appliances,HomeEasy,USER01940,48,F,3,Basic features only. Could be better. :D,2024-03-19,True,22,30,neutral,7
REV001028,PROD0103,Vacuum Cleaner,Home Appliances,PowerSave,USER03582,26,M,3,Mixed feelings about Vacuum Cleaner. Does the job,2024-10-26,True,42,64,neutral,8
REV001029,PROD0476,Jacket,Fashion,UrbanFit,USER01922,27,M,1,Disappointed with Jacket. Material feels cheap. Not worth the money,2024-03-25,True,57,82,negative,10
REV001030,PROD0332,Yoga Mat,Sports,ProAthletic,USER03765,64,Other,4,Amazing quality! Good for workouts. Highly recommend! ... #awesome,2025-06-16,True,31,36,positive,9
REV001031,PROD0337,Headphones,Electronics,DigiWorld,USER01917,29,F,5,EXCELLENT HEADPHONES! GREAT BATTERY LIFE. HIGHLY RECOMMEND!,2023-11-24,True,44,87,positive,7
REV001032,PROD0205,Smartwatch,Electronics,ElectroMax,USER03144,34,M,4,Amazing quality! Excellent display quality. Highly recommend!,2024-04-07,False,21,88,positive,7
REV001033,PROD0182,Washing Machine,Home Appliances,AppliancePro,USER03706,39,Other,5,Works perfectly. Worth every penny!,2023-08-08,False,54,97,positive,5
REV001034,PROD0020,Lipstick,Beauty,SkinCare+,USER03011,52,F,3,AVERAGE LIPSTICK. OKAY FOR THE PRICE. PRICE COULD BE LOWER 👎,2024-10-24,True,57,57,neutral,11
REV001035,PROD0742,Tablet,Electronics,TechPro,USER00531,62,Other,4,5 stars! Good build quality. ...,2024-08-07,False,100,101,positive,6
REV001036,PROD0158,Shoes,Fashion,StyleHub,USER00323,30,F,3,AverageShoes. Looks decent. Price could be lower !!,2025-03-12,True,30,34,neutral,8
REV001037,PROD0742,Tablet,Electronics,TechPro,USER02091,46,Other,5,Excellent display quality. Worth every penny!,2023-10-17,True,40,95,positive,6
REV001038,PROD0205,Smartwatch,Electronics,SmartLife,USER01409,30,Other,5,Good build quality. Worth every penny!,2024-09-20,True,77,82,positive,6
REV001039,PROD0337,Headphones,Electronics,FutureTech,USER02375,63,M,4,Amazing quality! Great battery life. Highly recommend! ⭐,2023-11-28,False,48,64,positive,8
REV001040,PROD0158,Shoes,Fashion,UrbanFit,USER00417,18,F,5,Great color. Worth every penny!,2024-12-12,False,65,98,positive,5
REV001041,PROD0428,Refrigerator,Home Appliances,SmartHome,USER01464,53,Other,4,5stars! Quiet operation.,2024-11-22,True,68,75,positive,3
REV001042,PROD0359,Jeans,Fashion,StyleHub,USER04028,65,M,3,Average Jeans. Material is okay. Price could be lower 😊,2025-05-06,False,1,28,neutral,10
REV001043,PROD0742,Tablet,Electronics,SmartLife,USER02509,26,Other,5,Very happy with this Tablet. Excellent display quality,2024-10-01,True,100,101,positive,8
REV001044,PROD0936,T-Shirt,Fashion,StyleHub,USER04921,39,M,1,Not as described. Not worth the money. Want refund!,2024-10-05,True,85,92,negative,9
REV001045,PROD0707,Smartphone,Electronics,DigiWorld,USER00267,47,F,4,Great battery life. Worth every penny!,2025-05-15,False,21,22,positive,6
REV001046,PROD0334,Running Shoes,Sports,SportZone,USER01794,20,Other,5,Amazing  quality!  Comfortable  grip.  Highly  recommend!,2024-04-25,True,53,87,positive,6
REV001047,PROD0394,Shampoo,Beauty,BeautyEssence,USER00312,53,Other,1,Caused breakouts. Not worth the money. Want refund! :D,2025-05-07,True,23,73,negative,9
REV001048,PROD0158,Shoes,Fashion,FashionForward,USER03870,32,Other,3,Fits okay. Could be better.,2025-03-25,True,8,30,neutral,5
REV001049,PROD0334,Running Shoes,Sports,ProAthletic,USER02576,27,Other,1,Disappointed with Running Shoes. Material torn after few uses. Not worth the money 😊,2024-10-11,True,61,72,negative,14
REV001050,PROD0205,Smartwatch,Electronics,DigiWorld,USER03711,39,F,5,AMAZING QUALITY! GREAT BATTERY LIFE. HIGHLY RECOMMEND!,2025-05-02,False,50,64,positive,7
REV001051,PROD0019,Laptop,Electronics,FutureTech,USER01403,51,M,5,very happy with this laptop. excellent display quality :),2024-02-02,True,11,74,positive,9
REV001052,PROD0019,Laptop,Electronics,DigiWorld,USER01638,40,F,2,Overheating issues. Would not recommend. #hate,2025-07-02,True,1,16,negative,6
REV001053,PROD0453,Face Cream,Beauty,PureGlow,USER03475,25,M,3,Okay for the price. Could be better.,2025-06-25,True,19,24,neutral,7
REV001054,PROD0707,Smartphone,Electronics,DigiWorld,USER03570,64,F,3,Works as expected. Could be better.,2025-03-12,False,96,97,neutral,6
REV001055,PROD0516,Dress,Fashion,UrbanFit,USER03683,37,F,3,Average Dress. Looks decent. Price could be lower,2024-11-06,True,27,60,neutral,8
REV001056,PROD0428,Refrigerator,Home Appliances,SmartHome,USER03701,47,M,5,5 stars! Works perfectly.,2025-07-09,True,11,12,positive,4
REV001057,PROD0516,Dress,Fashion,StyleHub,USER03269,26,M,3,Average Dress. Looks decent. Price could be lower,2025-02-10,False,3,5,neutral,8
REV001058,PROD0584,Cricket Bat,Sports,ActiveGear,USER04640,18,Other,5,5  stars!  Good  for  workouts.  Fast  delivery  too!,2025-01-15,False,97,98,positive,8
REV001059,PROD0936,T-Shirt,Fashion,StyleHub,USER04244,39,M,5,Perfect fit. Worth every penny!,2024-12-10,False,59,69,positive,5
REV001060,PROD0182,Washing Machine,Home Appliances,HomeEasy,USER02992,36,M,5,Amazing quality! Quiet operation. Highly recommend! 👍,2025-02-25,True,9,24,positive,7
REV001061,PROD0707,Smartphone,Electronics,ElectroMax,USER01548,35,Other,5,5 stars! Excellent display quality.,2024-09-22,True,55,60,positive,5
REV001062,PROD0742,Tablet,Electronics,ElectroMax,USER00895,47,F,1,POOR QUALITY TABLET. LAGGY PERFORMANCE !! #love,2024-11-04,False,60,80,negative,7
REV001063,PROD0020,Lipstick,Beauty,PureGlow,USER02630,31,F,3,AVERAGE LIPSTICK. NOTHING EXTRAORDINARY. PRICE COULD BE LOWER,2025-02-21,True,18,29,neutral,8
REV001064,PROD0205,Smartwatch,Electronics,FutureTech,USER03710,50,F,5,Excellent display quality. Worth every penny!,2023-11-14,True,84,96,positive,6
REV001065,PROD0369,Microwave,Home Appliances,HomeEasy,USER00989,53,F,3,Average Microwave. Basic features only. Price could be lower,2024-12-03,True,8,14,neutral,9
REV001066,PROD0158,Shoes,Fashion,StyleHub,USER03751,28,Other,5,Amazing quality! Great color. Highly recommend!,2024-02-10,False,88,97,positive,6
REV001067,PROD0369,Microwave,Home Appliances,AppliancePro,USER04421,28,M,5,VERY HAPPY WITH THIS MICROWAVE. EASY TO USE,2024-05-08,True,75,93,positive,8
REV001068,PROD0019,Laptop,Electronics,SmartLife,USER00666,62,Other,3,Mixed feelings about Laptop. Works as expected,2024-04-25,True,49,72,neutral,7
REV001069,PROD0394,Shampoo,Beauty,GlowUp,USER00881,31,M,3,Mixed feelings about Shampoo. Average results,2024-04-12,True,62,96,neutral,6
REV001070,PROD0394,Shampoo,Beauty,PureGlow,USER00934,39,Other,2,Poor quality Shampoo. Strong chemical smell 😞,2023-12-01,True,21,35,negative,7
REV001071,PROD0367,Perfume,Beauty,GlowUp,USER02106,30,M,5,5 stars! Gentle on skin. :(,2024-05-11,True,9,67,positive,6
REV001072,PROD0453,Face Cream,Beauty,SkinCare+,USER01941,64,F,1,Strong chemical smell. Not worth the money. Want refund!,2025-01-30,True,41,57,negative,9
REV001073,PROD0709,Face Wash,Beauty,BeautyEssence,USER01348,20,M,5,Amazing quality! Visible results. Highly recommend!,2024-03-29,False,96,100,positive,6
REV001074,PROD0367,Perfume,Beauty,PureGlow,USER01482,46,Other,3,mixed feelings about perfume. average results,2025-05-15,True,14,21,neutral,6
REV001075,PROD0205,Smartwatch,Electronics,ElectroMax,USER03280,24,M,3,Mixed feelings about Smartwatch. Nothing special,2024-12-07,True,4,56,neutral,6
REV001076,PROD0334,Running Shoes,Sports,SportZone,USER01313,23,Other,3,Running Shoes is okay. Average durability,2024-05-02,True,51,64,neutral,6
REV001077,PROD0103,Vacuum Cleaner,Home Appliances,HomeEasy,USER01637,56,F,4,5 STARS! QUIET OPERATION.,2024-05-15,True,97,99,positive,4
REV001078,PROD0428,Refrigerator,Home Appliances,EcoLiving,USER01188,57,Other,5,5 stars! Easy to use. Fast delivery too! :(,2024-04-08,True,48,60,positive,9
REV001079,PROD0019,Laptop,Electronics,TechPro,USER03364,51,F,3,Average Laptop. Average battery life. Price could be lower,2024-09-01,False,64,74,neutral,9
REV001080,PROD0516,Dress,Fashion,UrbanFit,USER02523,53,Other,4,Excellent Dress! Perfect fit. Highly recommend! ...,2025-05-21,False,21,40,positive,7
REV001081,PROD0194,Air Conditioner,Home Appliances,AppliancePro,USER04053,22,F,4,Quiet operation. Worth every penny!,2024-08-28,True,99,99,positive,5
REV001082,PROD0158,Shoes,Fashion,FashionForward,USER04553,58,Other,3,Material is okay. Could be better. #waste,2023-11-29,False,72,93,neutral,7
REV001083,PROD0516,Dress,Fashion,StyleHub,USER03597,47,M,5,5 stars! Comfortable material.,2025-07-14,True,0,3,positive,4
REV001084,PROD0182,Washing Machine,Home Appliances,EcoLiving,USER03676,62,M,1,Worst Washing Machine ever! Too noisy,2024-01-13,False,99,100,negative,6
REV001085,PROD0453,Face Cream,Beauty,BeautyEssence,USER00770,33,Other,3,Okay for the price. Could be better. ⭐,2023-11-29,True,45,98,neutral,8
REV001086,PROD0182,Washing Machine,Home Appliances,AppliancePro,USER04742,33,Other,3,Average Washing Machine. Average performance. Price could be lower ...,2024-07-31,True,61,81,neutral,10
REV001087,PROD0707,Smartphone,Electronics,FutureTech,USER01744,55,F,3,Mixed feelings about Smartphone. Average battery life,2024-03-26,True,51,84,neutral,7
REV001088,PROD0194,Air Conditioner,Home Appliances,HomeEasy,USER04127,58,Other,3,Could be quieter. Could be better. #love,2024-03-09,False,15,65,neutral,7
REV001089,PROD0337,Headphones,Electronics,SmartLife,USER00325,37,M,4,Great battery life. Worth every penny!,2023-11-30,True,0,77,positive,6
REV001090,PROD0332,Yoga Mat,Sports,ProAthletic,USER00239,47,F,3,Mixed feelings about Yoga Mat. Average durability,2023-08-20,True,37,39,neutral,7
REV001091,PROD0359,Jeans,Fashion,ClassicStyle,USER03717,64,M,3,Average quality. Could be better.,2025-07-18,True,3,3,neutral,5
REV001092,PROD0709,Face Wash,Beauty,BeautyEssence,USER00865,29,Other,1,TOO EXPENSIVE FOR QUALITY. NOT WORTH THE MONEY. WANT REFUND!,2024-05-03,True,17,68,negative,10
REV001093,PROD0369,Microwave,Home Appliances,HomeEasy,USER02245,28,F,3,Mixed feelings about Microwave. Basic features only,2024-04-23,False,77,94,neutral,7
REV001094,PROD0516,Dress,Fashion,StyleHub,USER03788,32,F,3,Average Dress. Looks decent. Price could be lower,2024-11-11,True,85,89,neutral,8
REV001095,PROD0158,Shoes,Fashion,TrendyWear,USER02783,39,Other,3,Shoes is okay. Fits okay ⭐,2023-08-23,False,21,30,neutral,6
REV001096,PROD0709,Face Wash,Beauty,BeautyEssence,USER04475,50,F,1,Worst Face Wash ever! Strong chemical smell :D,2025-04-03,True,67,86,negative,8
REV001097,PROD0369,Microwave,Home Appliances,SmartHome,USER03654,59,Other,5,Excellent Microwave! Quiet operation. Highly recommend!,2024-11-01,True,51,73,positive,6
REV001098,PROD0707,Smartphone,Electronics,DigiWorld,USER04568,46,M,5,Very happy with this Smartphone. Excellent display quality,2025-03-31,True,87,87,positive,8
REV001099,PROD0367,Perfume,Beauty,NaturalBeauty,USER01103,58,F,2,Causedbreakouts. Would not recommend.,2025-02-28,True,17,75,negative,4
REV001100,PROD0205,Smartwatch,Electronics,TechPro,USER00983,42,F,3,Mixed feelings about Smartwatch. Nothing special #hate,2023-11-25,True,25,80,neutral,7
REV001101,PROD0194,Air Conditioner,Home Appliances,PowerSave,USER04927,30,Other,5,ExcellentAir Conditioner! Energy efficient. Highly recommend!,2023-09-19,True,8,60,positive,6
REV001102,PROD0936,T-Shirt,Fashion,StyleHub,USER01260,34,Other,1,size runs small. would not recommend.,2024-03-04,True,90,99,negative,6
REV001103,PROD0020,Lipstick,Beauty,GlowUp,USER00661,40,Other,1,Poor quality Lipstick. Strong chemical smell :),2025-05-10,True,54,65,negative,7
REV001104,PROD0516,Dress,Fashion,StyleHub,USER04460,19,Other,5,5 STARS! COMFORTABLE MATERIAL. FAST DELIVERY TOO!,2025-02-01,False,77,84,positive,7
REV001105,PROD0936,T-Shirt,Fashion,FashionForward,USER02366,49,M,3,Average quality. Could be better.,2023-10-16,True,70,74,neutral,5
REV001106,PROD0019,Laptop,Electronics,SmartLife,USER04838,45,F,3,Nothing special. Could be better.,2023-07-27,True,77,93,neutral,5
REV001107,PROD0103,Vacuum Cleaner,Home Appliances,AppliancePro,USER03094,19,F,3,Mixed feelings about Vacuum Cleaner. Basic features only,2023-12-14,True,91,100,neutral,8
REV001108,PROD0103,Vacuum Cleaner,Home Appliances,AppliancePro,USER00734,33,Other,3,Average Vacuum Cleaner. Could be quieter. Price could be lower,2025-04-12,False,38,57,neutral,10
REV001109,PROD0584,Cricket Bat,Sports,SportZone,USER03391,59,F,5,5  stars!  Good  for  workouts.,2025-04-12,False,48,58,positive,5
REV001110,PROD0194,Air Conditioner,Home Appliances,SmartHome,USER02854,28,M,5,5 stars! energy efficient.,2025-01-28,True,95,96,positive,4
REV001111,PROD0359,Jeans,Fashion,FashionForward,USER02483,19,M,4,Amazing quality! Perfect fit. Highly recommend!,2025-01-14,False,61,61,positive,6
REV001112,PROD0936,T-Shirt,Fashion,FashionForward,USER01040,38,Other,3,AverageT-Shirt. Looks decent. Price could be lower,2023-09-03,True,28,49,neutral,7
REV001113,PROD0936,T-Shirt,Fashion,UrbanFit,USER03315,43,M,5,Perfect fit. Worth every penny! #recommended,2024-10-14,True,6,23,positive,6
REV001114,PROD0337,Headphones,Electronics,SmartLife,USER03915,56,Other,5,5 stars! Great battery life. Fast delivery too! 😞,2024-07-21,True,75,97,positive,9
REV001115,PROD0476,Jacket,Fashion,ClassicStyle,USER02660,25,F,4,Very happy with this Jacket. Comfortable material #recommended,2023-11-22,True,51,98,positive,8
REV001116,PROD0453,Face Cream,Beauty,BeautyEssence,USER01603,24,F,2,Worst Face Cream ever! No visible results #love,2023-11-30,True,77,90,negative,8
REV001117,PROD0584,Cricket Bat,Sports,ProAthletic,USER00250,60,F,3,Average Cricket Bat. Basic quality. Price could be lower,2024-01-02,False,62,87,neutral,9
REV001118,PROD0205,Smartwatch,Electronics,DigiWorld,USER01898,32,Other,3,Mixed feelings about Smartwatch. Average battery life 👎,2023-07-27,True,77,78,neutral,8
REV001119,PROD0205,Smartwatch,Electronics,SmartLife,USER04323,45,F,5,5 stars! Great battery life.,2024-05-02,False,66,96,positive,5
REV001120,PROD0707,Smartphone,Electronics,DigiWorld,USER02613,51,F,5,Excellent display quality. Worth every penny!,2025-01-06,True,51,73,positive,6
REV001121,PROD0337,Headphones,Electronics,TechPro,USER01550,47,F,3,DECENT FOR THE PRICE. COULD BE BETTER.,2025-07-18,True,2,3,neutral,7
REV001122,PROD0692,Football,Sports,ActiveGear,USER00795,22,F,5,AMAZING QUALITY! DURABLE MATERIAL. HIGHLY RECOMMEND! #fail,2023-11-29,True,27,47,positive,7
REV001123,PROD0020,Lipstick,Beauty,GlowUp,USER02568,60,F,5,excelent LIPSTICK! LONG LASTING. HIGHLY RECOMMEND! :(,2023-08-17,True,42,97,positive,7
REV001124,PROD0428,Refrigerator,Home Appliances,SmartHome,USER03218,62,F,5,Excellent Refrigerator! Easy to use. Highly recommend!,2024-08-14,True,15,82,positive,7
REV001125,PROD0158,Shoes,Fashion,TrendyWear,USER03414,35,Other,1,Worst Shoes ever! Material feels cheap,2023-11-26,True,30,90,negative,6
REV001126,PROD0709,Face Wash,Beauty,BeautyEssence,USER02352,58,F,3,average face wash. nothing extraordinary. price could be lower,2025-05-21,True,28,56,neutral,9
REV001127,PROD0369,Microwave,Home Appliances,AppliancePro,USER01420,37,M,5,amazing quality! easy to use. highly recommend! #hate,2024-03-23,True,66,89,positive,8
REV001128,PROD0019,Laptop,Electronics,DigiWorld,USER00172,49,M,3,Average Laptop. Decent for the price. Price could be lower,2024-06-22,False,12,91,neutral,10
REV001129,PROD0103,Vacuum Cleaner,Home Appliances,PowerSave,USER00355,19,F,1,Worst Vacuum Cleaner ever! Consumes too much power,2024-10-05,True,99,99,negative,8
REV001130,PROD0742,Tablet,Electronics,DigiWorld,USER04164,57,M,5,Excellent display quality. Worth every penny!,2023-10-04,True,68,76,positive,6
REV001131,PROD0337,Headphones,Electronics,FutureTech,USER03809,30,M,5,Amazing quality! Excellent display quality. Highly recommend!,2025-04-08,True,94,100,positive,7
REV001132,PROD0334,Running Shoes,Sports,SportZone,USER00318,22,F,5,5 stars! excellent quality.,2024-04-17,True,68,95,positive,4
REV001133,PROD0516,Dress,Fashion,FashionForward,USER04980,24,M,3,Mixed feelings about Dress. Fits okay,2024-04-02,False,86,99,neutral,6
REV001134,PROD0019,Laptop,Electronics,ElectroMax,USER04413,53,Other,4,5 stars! Good build quality. Fast delivery too!,2025-05-11,True,23,71,positive,8
REV001135,PROD0337,Headphones,Electronics,ElectroMax,USER04417,64,Other,4,Excellent Headphones! Great battery life. Highly recommend!,2024-04-02,True,56,60,positive,7
REV001136,PROD0707,Smartphone,Electronics,SmartLife,USER04893,41,F,4,Very happy with this Smartphone. Fast performance !!,2024-06-03,True,10,52,positive,8
REV001137,PROD0020,Lipstick,Beauty,NaturalBeauty,USER02717,40,M,3,Average results. Could be better.,2024-04-18,True,87,97,neutral,5
REV001138,PROD0394,Shampoo,Beauty,GlowUp,USER01661,42,F,3,Some improvement seen. Could be better.,2023-09-17,True,96,99,neutral,6
REV001139,PROD0019,Laptop,Electronics,TechPro,USER04139,27,M,3,Mixed feelings about Laptop. Decent for the price,2024-01-27,False,34,49,neutral,8
